(Product),(Customer),(Purchase Date),Cost Amount,Profit After Tax,Profit Before Tax,Discounted Sales,Undiscounted Sales
Siemens 300 Series Non-Flip,Roy Skaria,8/4/2002,2236.83,1128.29,1410.36,3647.19,4486.04
Novimex Turbo Task Chair,Barbara Fisher,8/4/2002,2536.28,-290.5,-290.5,2245.78,2582.65
Xerox 1891,Nathan Mautz,8/4/2002,414.73,325.16,406.45,821.18,1001.84
Sony Accessory9,Skye Norling-Christen,8/4/2002,710.78,572.032,715.04,1425.82,1753.76
Sony Accessory27,Grace Kelly,8/4/2002,605.06,23.608,29.51,634.57,742.447
TDK 4.7GB DVD+R,Robert Marley,8/4/2002,32.22,17.624,22.03,54.25,58.59
Acco Glide Clips,Sandra Glassco,8/4/2002,33.4,4.992,6.24,39.64,48.361
Xerox 1974,David Flashing,8/4/2002,138.56,-25.89,-25.89,112.67,138.584
Xerox 1931,Speros Goranitis,8/4/2002,100.98,-27.87,-27.87,73.11,87.001
Computer Room Manger  14Inch,David Wiener,8/5/2002,23.01,12.088,15.11,38.12,45.363
Xerox 1947,David Wiener,8/5/2002,108.39,-14.36,-14.36,94.03,110.015
Global Super Steno Chair,Steven Roelle,8/5/2002,190.53,27.68,34.6,225.13,279.161
SC7868i,Jennifer Patt,8/5/2002,3053.1,1538.92,1923.65,4976.75,6021.87
Sony Accessory26,Grace Kelly,8/5/2002,3226.59,411.672,514.59,3741.18,4339.77
Xerox 1966,Grace Kelly,8/5/2002,143.72,-30.47,-30.47,113.25,125.708
Acco Keyboard-In-A-Box,Shui Tom,8/5/2002,1317.6,98.456,123.07,1440.67,1699.99
Xerox 206,Speros Goranitis,8/5/2002,46.49,-6.55,-6.55,39.94,48.327
Flat Face Poster Frame,Pierre Wener,8/6/2002,480.57,217.856,272.32,752.89,888.41
Dixon Ticonderoga Pencils,Skye Norling-Christen,8/6/2002,70.71,13.128,16.41,87.12,98.446
Xerox 1943,David Flashing,8/6/2002,565.05,217.192,271.49,836.54,928.559
Talkabout T8097,Ellis Ballard,8/6/2002,1027.71,376.2,470.25,1497.96,1677.71
Sony Accessory23,Pierre Wener,8/7/2002,56.83,65.624,82.03,138.86,172.186
Crayola Colored Pencils,Nathan Mautz,8/7/2002,40.28,6.944,8.68,48.96,58.752
Belkin ErgoBoard(TM) Keyboard,David Flashing,8/7/2002,779.93,76.264,95.33,875.26,1050.31
Xerox 1906,MaryBeth Skach,8/7/2002,356.44,190.88,238.6,595.04,690.246
Avery 509,Meg Tillman-Sachs,8/7/2002,59.2,40.984,51.23,110.43,124.786
Xerox 1945,Mary O_Rourke,8/8/2002,358.68,294.224,367.78,726.46,864.487
Prismacolor Color Pencil Set,Deanra Eno,8/8/2002,500.35,221.944,277.43,777.78,917.78
Newell 342,Lela Donovan,8/8/2002,75.49,-29.33,-29.33,46.16,48.468
V2260,Elizabeth Moffitt,8/8/2002,166.06,65.648,82.06,248.12,307.669
Xerox 1966,Olvera Toch,8/8/2002,359.31,-103.83,-103.83,255.48,283.583
Fuji Slim Jewel Case CD-R,Nathan Mautz,8/8/2002,88.37,-23.55,-23.55,64.82,73.247
Newell 323,Skye Norling-Christen,8/8/2002,122.94,-39.21,-39.21,83.73,89.591
Cardinal Hold-It CD Pocket,Grace Kelly,8/8/2002,32.11,4.576,5.72,37.83,46.153
GBC VeloBinder Strips,David Flashing,8/8/2002,327.38,-56.95,-56.95,270.43,292.064
Newell 349,Frank Olsen,8/8/2002,103.24,17.824,22.28,125.52,154.39
Xerox 1899,Meg O_Connel,8/8/2002,63.37,-5.9,-5.9,57.47,64.366
Sterling V.92 PCI Softmodem,Ellis Ballard,8/8/2002,656.12,237.12,296.4,952.52,1038.25
Xerox 198,MaryBeth Skach,8/8/2002,173.78,-78.59,-78.59,95.19,105.661
Xerox 21,Deanra Eno,8/9/2002,323.91,-77.12,-77.12,246.79,291.212
Safco Drafting Table,David Wiener,8/9/2002,797.99,-187.19,-187.19,610.8,708.528
Newell 324,Ellis Ballard,8/9/2002,426.92,77.376,96.72,523.64,623.132
TDK 4.7GB DVD-R,Jason Gross,8/10/2002,420.31,356.128,445.16,865.47,1055.87
Newell 327,Shui Tom,8/10/2002,36.03,-1.11,-1.11,34.92,38.063
Xerox 215,Thomas Seio,8/10/2002,228.44,-71.04,-71.04,157.4,193.602
GBC Linen Binding Covers,Hallie Redmond,8/11/2002,184.74,54.568,68.21,252.95,293.422
LX 788,Jesus Ocampo,8/11/2002,3481.25,1388.36,1735.45,5216.7,5581.87
Fiskars Softgrip Scissors,Mary Zewe,8/11/2002,163.69,22.384,27.98,191.67,228.087
DPC 650 Piper,David Flashing,8/11/2002,976.84,503.064,628.83,1605.67,1974.97
V8160,Meg O_Connel,8/11/2002,78.91,33.912,42.39,121.3,146.773
Global Super Steno Chair,Speros Goranitis,8/11/2002,2762.73,79.744,99.68,2862.41,3549.39
BIC Liqua Brite Liner,Lela Donovan,8/12/2002,98.05,23.184,28.98,127.03,139.733
Xerox 20,Henia Zydlo,8/12/2002,170.38,-42.17,-42.17,128.21,137.185
V2260,Jennifer Patt,8/12/2002,456.66,250.224,312.78,769.44,954.106
Newell 342,Patrick O_Brill,8/12/2002,272.92,-118.84,-118.84,154.08,161.784
Newell 335,MaryBeth Skach,8/12/2002,69.38,9.216,11.52,80.9,97.08
Xerox 227,MaryBeth Skach,8/12/2002,400.59,-172.74,-172.74,227.85,268.863
Siemens 5185I,Karen Seio,8/13/2002,2148.87,1003.93,1254.91,3403.78,4118.57
Crayola Colored Pencils,Elizabeth Moffitt,8/13/2002,37.6,6.648,8.31,45.91,55.092
Ericsson 7160,Jennifer Patt,8/13/2002,4019.67,1661.39,2076.74,6096.41,6827.98
Staples Packaging Labels,Grace Kelly,8/13/2002,79.41,48.88,61.1,140.51,175.637
StarTAC ST7868,Grace Kelly,8/13/2002,3679.37,1740.67,2175.84,5855.21,6674.94
Avery 514,Meg O_Connel,8/13/2002,85.13,29.216,36.52,121.65,144.764
Ericsson 6000,Meg O_Connel,8/13/2002,426.74,207.384,259.23,685.97,816.304
Sony Accessory40,MaryBeth Skach,8/13/2002,223.62,287.336,359.17,582.79,722.66
Fiskars 8Inch Scissors  2/Pack,Joseph Airdo,8/14/2002,348.69,65.912,82.39,431.08,534.539
Newell 331,Maxwell Schwartz,8/14/2002,170.16,-40.77,-40.77,129.39,143.623
Staples Bulldog Clip,Henia Zydlo,8/14/2002,32.76,17.224,21.53,54.29,64.062
Avery 51,Patrick O_Brill,8/14/2002,133.06,126.52,158.15,291.21,349.452
Sony Accessory14,Speros Goranitis,8/14/2002,207.93,104.56,130.7,338.63,416.515
Stockwell Push Pins,Speros Goranitis,8/14/2002,70.8,7.224,9.03,79.83,99.787
Xerox 213,Jesus Ocampo,8/15/2002,20.52,-0.36,-0.36,20.16,24.394
Sony Silver 80 Minute CD-R,Joseph Airdo,8/15/2002,21.28,1.256,1.57,22.85,25.592
Newell 317,Lynn Smith-Reed,8/15/2002,82.12,19.328,24.16,106.28,125.41
Newell 311,Olvera Toch,8/15/2002,96.07,-7.98,-7.98,88.09,103.065
Siemens 270C,Speros Goranitis,8/15/2002,1933.35,833.928,1042.41,2975.76,3362.61
Vinyl Sectional Post Binders,Lynn Smith-Reed,8/16/2002,793.06,695.608,869.51,1662.57,1762.32
R280,Maxwell Schwartz,8/16/2002,2748.75,1309.95,1637.44,4386.19,5087.98
Maxell 4.7GB DVD+RW 3/Pack,Henia Zydlo,8/16/2002,340.85,192.792,240.99,581.84,680.753
Acco Hanging Data Binders,David Flashing,8/16/2002,306.67,-137.88,-137.88,168.79,182.293
i1000,Meg Tillman-Sachs,8/16/2002,1991.89,677.64,847.05,2838.94,3179.61
Siemens 2160I,Nona Balk,8/17/2002,3560.74,1666.1,2082.62,5643.36,6884.9
Fellowes Super Stor/Drawer,Laura Armstrong,8/17/2002,231.5,-36.92,-36.92,194.58,225.713
Sony Accessory41,Laura Armstrong,8/17/2002,550.65,370.368,462.96,1013.61,1135.24
Xerox 1894,Joseph Airdo,8/18/2002,94.79,-21.57,-21.57,73.22,81.274
Avery 496,Olvera Toch,8/18/2002,20.76,16.456,20.57,41.33,43.81
Microsoft Internet Keyboard,Laura Armstrong,8/18/2002,946.9,-18.02,-18.02,928.88,1096.08
Avery 496,Sarah Jordon-Smith,8/19/2002,45.3,30.992,38.74,84.04,89.082
i85s,Robert Marley,8/19/2002,2956.24,1162.02,1452.53,4408.77,5246.44
Ericsson 5170,Herbert Flentye,8/19/2002,1984.17,912.976,1141.22,3125.39,3562.95
EcoTones Memo Sheets,Laura Armstrong,8/20/2002,61.16,17.456,21.82,82.98,89.618
Xerox 197,Laura Armstrong,8/20/2002,1237.82,73.072,91.34,1329.16,1594.99
Logitech Elite Keyboard,Frank Olsen,8/20/2002,771.63,60.144,75.18,846.81,914.555
Xerox 1892,Frank Olsen,8/20/2002,1034.12,361.144,451.43,1485.55,1827.23
Assorted Color Push Pins,Rick Reed,8/20/2002,3.38,0.792,0.99,4.37,4.894
Multimedia Mailers,Lynn Smith-Reed,8/21/2002,835.33,579.48,724.35,1559.68,1840.42
Xerox 230,Sarah Jordon-Smith,8/21/2002,242.68,-22.09,-22.09,220.59,251.473
Avery Legal 4-Ring Binder,Nathan Mautz,8/21/2002,335.65,369.272,461.59,797.24,940.743
Letter Size Cart,Tanja Norvell,8/22/2002,4699.61,1384.81,1731.01,6430.62,6816.46
Sony 6120I,Stephanie Ulpright,8/22/2002,2450.79,1356.66,1695.82,4146.61,4478.34
Sony Accessory33,Maurice Satty,8/22/2002,33.2,25.632,32.04,65.24,75.026
3M Organizer Strips,Sarah Jordon-Smith,8/23/2002,371.56,-152.79,-152.79,218.77,253.773
Timeport L7089,Jesus Ocampo,8/24/2002,1615.28,582.504,728.13,2343.41,2671.49
Sony Accessory35,Michael Oakman,8/24/2002,1044.72,573.88,717.35,1762.07,2079.24
iDEN i95,Tanja Norvell,8/24/2002,2121.27,194.784,243.48,2364.75,2624.87
Stacking Trays by OIC,Mathew Reese,8/24/2002,174.21,-8.6,-8.6,165.61,173.891
StarTAC ST7868,Tracy Zic,8/24/2002,1565.69,821.744,1027.18,2592.87,2955.87
Avery 491,David Flashing,8/24/2002,93.63,54.344,67.93,161.56,182.563
Xerox 1889,Rose O_Brian-Murray,8/25/2002,1949,610.36,762.95,2711.95,3308.58
Ericsson 5170,Jesus Ocampo,8/25/2002,2113.57,973.56,1216.95,3330.52,3796.79
Xerox 1927,Sharelle Roach-McGee,8/25/2002,413.17,-199.46,-199.46,213.71,256.452
ELITE Series,Mathew Reese,8/25/2002,2812.08,1426.85,1783.56,4595.64,5376.9
Eureka Hand Vacuum  Bagless,Mathew Reese,8/25/2002,818.81,3.28,4.1,822.91,946.346
Talkabout T8367,Speros Goranitis,8/25/2002,781.05,243.92,304.9,1085.95,1281.42
CH 768,Jesus Ocampo,8/26/2002,3590.44,1766.37,2207.96,5798.4,7132.03
Nokia 688,Jesus Ocampo,8/26/2002,121.79,70.336,87.92,209.71,224.39
Sony Accessory30,Lena Cacioppo,8/26/2002,1334.42,1537.15,1921.44,3255.86,3939.59
GBC Binding covers,Rose O_Brian-Murray,8/27/2002,467.36,115.04,143.8,611.16,708.946
Pastel Pink Envelopes,Jesus Ocampo,8/27/2002,212.94,56.104,70.13,283.07,339.684
KF 688,Maurice Satty,8/27/2002,2521.9,769.528,961.91,3483.81,3832.19
Pizazz Global Quick File(TM),Maurice Satty,8/27/2002,208.56,-12.47,-12.47,196.09,219.621
i85s,Jesus Ocampo,8/28/2002,1689.28,603.136,753.92,2443.2,2907.41
Xerox 1992,Quincy Jones,8/28/2002,95.59,-14.69,-14.69,80.9,99.507
Xerox 1943,Lena Cacioppo,8/28/2002,1236.05,503.584,629.48,1865.53,2070.74
Newell 312,Tracy Zic,8/28/2002,75,24.352,30.44,105.44,110.712
Xerox 1944,Tracy Zic,8/28/2002,509.15,80.864,101.08,610.23,732.276
Xerox 1966,Tracy Zic,8/28/2002,161.69,-40.73,-40.73,120.96,134.266
Maxell 4.7GB DVD-RW 3/Pack,Noel Staavos,8/29/2002,9.95,12.256,15.32,25.27,26.786
Newell 334,Roy Skaria,8/29/2002,175.64,8.84,11.05,186.69,220.294
Siemens 5185I,Mathew Reese,8/29/2002,1896.06,863.576,1079.47,2975.53,3600.39
BPI Conference Tables,Speros Goranitis,8/29/2002,2626.99,-473.46,-473.46,2153.53,2627.31
Ericsson 6360,Lynn Smith-Reed,8/30/2002,3737.22,1913.58,2391.97,6129.19,7416.32
Newell 320,Noel Staavos,8/30/2002,93.9,5.464,6.83,100.73,122.891
Sony Accessory18,Roy Skaria,8/30/2002,842.04,89.528,111.91,953.95,1087.5
Xerox 1940,Steven Roelle,8/30/2002,213.75,148.392,185.49,399.24,495.058
Xerox 225,Laura Armstrong,8/30/2002,62.22,-5.02,-5.02,57.2,62.348
Xerox 1935,Roy Skaria,8/31/2002,678.22,330.752,413.44,1091.66,1266.33
Xerox 1961,Roy Skaria,8/31/2002,122.62,-51.63,-51.63,70.99,75.959
TDK 4.7GB DVD-R,Laura Armstrong,9/1/2002,188.92,83.408,104.26,293.18,357.68
Xerox 1893,Laura Armstrong,9/1/2002,257.89,60.304,75.38,333.27,376.595
Xerox 216,Stephanie Ulpright,9/1/2002,268,-83.55,-83.55,184.45,226.873
I888,Joseph Airdo,9/2/2002,5302.55,2307.01,2883.76,8186.31,9577.98
Sony Accessory6,Noel Staavos,9/2/2002,2240.64,164.64,205.8,2446.44,2764.48
Sony Accessory32,Maxwell Schwartz,9/2/2002,271,351.056,438.82,709.82,873.079
OIC Stacking Trays,Sheri Gordon,9/2/2002,65.27,-8.75,-8.75,56.52,70.085
Verbatim DVD Rewritable Disc,Karen Seio,9/3/2002,105.51,56.72,70.9,176.41,209.928
R280,Heather Jas-Hannaway,9/3/2002,1326.98,679.216,849.02,2176,2524.16
GBC Wire Binding Strips,Mary O_Rourke,9/4/2002,901.46,237.264,296.58,1198.04,1497.55
Staples Standard Envelopes,Mary O_Rourke,9/4/2002,81.61,46.44,58.05,139.66,171.782
Avery 474,Jesus Ocampo,9/4/2002,14.19,6.688,8.36,22.55,24.354
Staples Pushpins,Jesus Ocampo,9/4/2002,34.6,2.008,2.51,37.11,41.563
Timeport P8167,Suzanne McNair,9/4/2002,2777.4,1127.3,1409.12,4186.52,4688.9
Xerox 1942,Joseph Airdo,9/4/2002,185.59,64.648,80.81,266.4,298.368
Xerox 1956,Maxwell Schwartz,9/4/2002,7.31,2.984,3.73,11.04,12.034
Sony 6162M,Jennifer Patt,9/4/2002,2332.89,1079.76,1349.7,3682.59,4087.68
Maxell CD-R Discs,Joseph Airdo,9/5/2002,148.67,-47.29,-47.29,101.38,118.615
Avery 498,Jasper Cacioppo,9/5/2002,22.37,27.112,33.89,56.26,66.949
Newell 350,Lynn Smith-Reed,9/5/2002,186.88,-103.97,-103.97,82.91,97.005
Xerox 1987,Jason Gross,9/5/2002,371.9,-116.22,-116.22,255.68,296.589
Stiletto Hand Letter Openers,Sheri Gordon,9/5/2002,436.88,-48.14,-48.14,388.74,462.601
Newell 337,Mary Zewe,9/5/2002,226.47,-85.73,-85.73,140.74,167.481
GBC VeloBind Cover Sets,Sarah Jordon-Smith,9/6/2002,348.08,21.656,27.07,375.15,408.914
Pastel Pink Envelopes,Jason Gross,9/6/2002,145.42,50.368,62.96,208.38,250.056
Leather Task Chair  Black,Mary Zewe,9/6/2002,980.51,40.136,50.17,1030.68,1113.13
Akro-Mils 12-Gallon Tote,Naresj Patel,9/7/2002,209.71,-65.75,-65.75,143.96,156.916
CF 888,Sarah Jordon-Smith,9/7/2002,5143.84,2502.11,3127.64,8271.48,8933.2
Durable Pressboard Binders,Sarah Jordon-Smith,9/7/2002,17.6,4.232,5.29,22.89,28.155
Sony Accessory9,Sarah Jordon-Smith,9/7/2002,260.04,236.632,295.79,555.83,683.671
Xerox 1888,Sarah Jordon-Smith,9/7/2002,837.46,674.6,843.25,1680.71,1882.39
Dana Swing-Arm Lamps,Jason Gross,9/7/2002,272.27,-94.88,-94.88,177.39,189.807
Newell 325,Michael Moore,9/7/2002,59.53,10.08,12.6,72.13,87.277
Bell Sonecor JB700 Caller ID,Maurice Satty,9/7/2002,235.78,-36.54,-36.54,199.24,245.065
Avery 503,Jesus Ocampo,9/8/2002,168.68,140.192,175.24,343.92,392.069
Leather Task Chair  Black,Suzanne McNair,9/8/2002,891.37,19.6,24.5,915.87,989.14
Ericsson 5185,Jasper Cacioppo,9/8/2002,3203.1,992.128,1240.16,4443.26,4754.29
Sony 6162I,Jasper Cacioppo,9/8/2002,202.47,91.424,114.28,316.75,364.262
Microsoft Internet Keyboard,Lynn Smith-Reed,9/8/2002,731.41,-0.19,-0.19,731.22,862.84
Newell 336,Lynn Smith-Reed,9/8/2002,106.78,27.056,33.82,140.6,174.344
Avery 497,Mary Zewe,9/8/2002,27.87,18.44,23.05,50.92,59.576
Fiskars Softgrip Scissors,Stephanie Ulpright,9/8/2002,375.52,54.792,68.49,444.01,528.372
Newell 322,Stephanie Ulpright,9/8/2002,9.78,0.608,0.76,10.54,12.648
Ericsson 7190,Yoseph Carroll-Englig,9/9/2002,3276.72,2296.1,2870.12,6146.84,6638.59
Belkin ErgoBoard(TM) Keyboard,Lynn Smith-Reed,9/9/2002,1392.73,114.336,142.92,1535.65,1842.78
ACCOHIDE Binder by Acco,Nona Balk,9/9/2002,89.82,-26.49,-26.49,63.33,71.563
EcoTones Memo Sheets,Nona Balk,9/9/2002,52.82,18.96,23.7,76.52,82.642
Economy #2 Pencils,Steven Roelle,9/9/2002,84.62,-26.93,-26.93,57.69,62.305
LX-588,Mary Zewe,9/9/2002,1543.68,863.688,1079.61,2623.29,3016.78
StarTAC 3000,Mathew Reese,9/9/2002,2952.87,1170.78,1463.48,4416.35,5034.64
i500plus,Stephanie Ulpright,9/9/2002,1325.83,432.808,541.01,1866.84,2202.87
Acco Keyboard-In-A-Box,Naresj Patel,9/10/2002,106.79,9,11.25,118.04,139.287
Xerox 1957,Jesus Ocampo,9/10/2002,409.97,-105.84,-105.84,304.13,371.039
BIC Liqua Brite Liner,Michael Moore,9/10/2002,180.62,40.816,51.02,231.64,254.804
Xerox 230,Michael Moore,9/10/2002,7.14,3.624,4.53,11.67,13.304
Akro-Mils 12-Gallon Tote,Karen Seio,9/11/2002,447.39,-130.74,-130.74,316.65,345.148
Avery 485,Karen Seio,9/11/2002,36.83,37.584,46.98,83.81,94.705
Siemens 5185I,Naresj Patel,9/11/2002,1769.66,817.992,1022.49,2792.15,3378.5
Bush Mission Pointe Library,Herbert Flentye,9/11/2002,2794.92,-189.2,-189.2,2605.72,3074.75
Global Super Steno Chair,Karen Seio,9/12/2002,2857.99,-50.52,-50.52,2807.47,3481.26
Avery 519,Yoseph Carroll-Englig,9/12/2002,37.68,27.68,34.6,72.28,80.231
Xerox 1952,Lynn Smith-Reed,9/12/2002,169.8,-55.66,-55.66,114.14,119.847
Xerox 194,Sue Ann Reed-Freeman,9/12/2002,1079.66,536.272,670.34,1750,1907.5
Sony Accessory42,Stephanie Ulpright,9/12/2002,1114.2,1142.29,1427.86,2542.06,2770.84
Round Ring Binders,Lela Donovan,9/13/2002,59.29,-5.36,-5.36,53.93,59.323
Economy Binders,William Brown,9/13/2002,53.73,0.48,0.6,54.33,63.566
Tennsco Single-Tier Lockers,Stephanie Ulpright,9/13/2002,11471.5,1952.16,2440.2,13911.7,17250.5
Xerox 1895,Stephanie Ulpright,9/13/2002,25.56,-3.71,-3.71,21.85,24.035
Staples* Letter Opener,Deanra Eno,9/14/2002,182.68,-119.66,-119.66,63.02,76.884
Avery 519,Sue Ann Reed-Freeman,9/14/2002,71.59,53.456,66.82,138.41,153.635
Avery 510,William Brown,9/14/2002,92.49,65.856,82.32,174.81,211.52
Avery Poly Binder Pockets,Maxwell Schwartz,9/14/2002,231.02,-105.56,-105.56,125.46,154.316
Xerox 1888,Sue Ann Reed-Freeman,9/15/2002,152.27,141.024,176.28,328.55,367.976
Bell Sonecor JB700 Caller ID,Sharelle Roach-McGee,9/15/2002,235.78,-50.5,-50.5,185.28,227.894
Xerox 210,Sharelle Roach-McGee,9/15/2002,117.21,-30.52,-30.52,86.69,95.359
Xerox 1945,Lena Cacioppo,9/15/2002,179.34,135.136,168.92,348.26,414.429
Newell 327,David Flashing,9/15/2002,76.86,-3.18,-3.18,73.68,80.311
12 Colored Short Pencils,Mary O_Rourke,9/16/2002,46.9,-12.49,-12.49,34.41,38.195
Ericsson 5125,Karen Seio,9/16/2002,5953.21,2865.7,3582.12,9535.33,10870.3
Hon 5100 Series Wood Tables,Suzanne McNair,9/16/2002,9238.48,567.432,709.29,9947.77,12235.8
Newell 349,Sue Ann Reed-Freeman,9/16/2002,5.43,1.648,2.06,7.49,9.213
Xerox 220,Sharelle Roach-McGee,9/16/2002,276.85,-104.25,-104.25,172.6,201.942
T39m,William Brown,9/16/2002,986.64,604.264,755.33,1741.97,2107.78
Xerox 1982,Henia Zydlo,9/16/2002,670.22,-23.88,-23.88,646.34,723.901
Nontoxic Chalk,Michael Moore,9/16/2002,82.56,5.816,7.27,89.83,106.898
Xerox 1891,David Flashing,9/16/2002,73.19,56.248,70.31,143.5,175.07
TeleTAC Series,Herbert Flentye,9/16/2002,1606.98,660.128,825.16,2432.14,2699.68
Logitech Cordless Keyboard,Meg Tillman-Sachs,9/16/2002,135.87,61.944,77.43,213.3,243.162
Fiskars Softgrip Scissors,Hallie Redmond,9/17/2002,279.23,34.176,42.72,321.95,383.12
V2260,Suzanne McNair,9/17/2002,1660.57,783.016,978.77,2639.34,3272.78
Acco Hot Clips(TM) Clips to Go,Jasper Cacioppo,9/17/2002,130.63,25.224,31.53,162.16,179.998
Sony Accessory34,Sue Ann Reed-Freeman,9/17/2002,1496.82,1105.7,1382.13,2878.95,3138.05
Things To Do Today Pad,Maxwell Schwartz,9/17/2002,97.73,40.184,50.23,147.96,174.593
Avery 476,Henia Zydlo,9/17/2002,19,14.32,17.9,36.9,43.542
Fuji 5.2GB DVD-RAM,Henia Zydlo,9/17/2002,931.68,499.344,624.18,1555.86,1773.68
Xerox 1923,Henia Zydlo,9/17/2002,243.95,-42.86,-42.86,201.09,247.341
Tennsco Commercial Shelving,Lena Cacioppo,9/17/2002,625.03,-338.63,-338.63,286.4,323.632
Newell 339,Meg Tillman-Sachs,9/17/2002,88.75,0.8,1,89.75,95.135
Xerox 224,Suzanne McNair,9/18/2002,225.55,-89.66,-89.66,135.89,168.504
TDK 4.7GB DVD-R,Sharelle Roach-McGee,9/18/2002,255.95,115.416,144.27,400.22,488.268
Acme 8Inch Straight Scissors,Quincy Jones,9/18/2002,535.47,41.792,52.24,587.71,622.973
Xerox 218,Thomas Seio,9/18/2002,7.3,3.312,4.14,11.44,12.47
Ericsson 2160,Mary O_Rourke,9/19/2002,3461.01,1683.42,2104.28,5565.29,5899.21
LX 677,Deanra Eno,9/19/2002,1806.36,820.976,1026.22,2832.58,3512.4
Avery 520,Suzanne McNair,9/19/2002,39.97,28.608,35.76,75.73,93.905
Xerox 227,Dario Medina,9/19/2002,378.34,-151.93,-151.93,226.41,267.164
Euro-Pro Shark Turbo Vacuum,Jason Gross,9/19/2002,1412.84,-688.02,-688.02,724.82,833.543
Xerox 207,Jason Gross,9/19/2002,70.18,-11.13,-11.13,59.05,73.222
Maxell CD-R Discs,Barbara Fisher,9/19/2002,142.6,-47.28,-47.28,95.32,111.524
Newell 319,Barbara Fisher,9/19/2002,203.23,94.576,118.22,321.45,360.024
Storex Dura Pro(TM) Binders,Robert Marley,9/19/2002,365.32,-181.03,-181.03,184.29,211.933
Xerox 1881,Dario Medina,9/20/2002,133.64,22.776,28.47,162.11,179.942
R280,Sharelle Roach-McGee,9/20/2002,1706.12,915.368,1144.21,2850.33,3306.38
Avery Durable Binders,Tracy Zic,9/20/2002,80.86,10.952,13.69,94.55,114.405
White GlueTop Scratch Pads,Speros Goranitis,9/20/2002,195.89,145.184,181.48,377.37,441.523
Avery 496,Thomas Seio,9/20/2002,67.95,60.168,75.21,143.16,151.75
Avery 503,Thomas Seio,9/20/2002,110.85,93.288,116.61,227.46,259.304
Avery 512,Dario Medina,9/21/2002,83.53,32,40,123.53,148.236
TDK 4.7GB DVD+R,Sharelle Roach-McGee,9/21/2002,174.01,99.232,124.04,298.05,321.894
Xerox 1946,Sharelle Roach-McGee,9/21/2002,369.34,-76.48,-76.48,292.86,319.217
Verbatim DVD Rewritable Disc,Thomas Seio,9/21/2002,154.75,93.392,116.74,271.49,323.073
Sony 6160M,Meg Tillman-Sachs,9/21/2002,635.35,230.736,288.42,923.77,1016.15
Newell Chalk Holder,Lela Donovan,9/22/2002,96.6,54.328,67.91,164.51,194.122
Nokia 636,Dario Medina,9/22/2002,3497.34,1787.3,2234.12,5731.46,7107.01
Rogers Jumbo File  Granite,Laura Armstrong,9/22/2002,258.14,-78.76,-78.76,179.38,191.937
Xerox 219,Herbert Flentye,9/22/2002,258.97,-52.51,-52.51,206.46,229.171
Recycled Easel Ring Binders,Speros Goranitis,9/22/2002,313.24,223.144,278.93,592.17,627.7
Avery 479,David Wiener,9/23/2002,37.95,32.248,40.31,78.26,86.869
I888 World Phone,David Wiener,9/23/2002,2338.5,968.992,1211.24,3549.74,4046.7
Ericsson 7190,Nona Balk,9/23/2002,3475.31,2443.14,3053.92,6529.23,7051.57
Xerox 195,Nona Balk,9/23/2002,291.62,-32.08,-32.08,259.54,316.639
Hon Metal Bookcases  Gray,Tracy Zic,9/23/2002,2784.54,-144.02,-144.02,2640.52,3274.24
Xerox 1928,Speros Goranitis,9/23/2002,309.76,-110.91,-110.91,198.85,214.758
Siemens 5185I,Thomas Seio,9/23/2002,2780.89,1115.42,1394.27,4175.16,5051.94
Avery 520,Pierre Wener,9/24/2002,48.3,36.96,46.2,94.5,117.18
Ericsson 8860,Sarah Jordon-Smith,9/24/2002,1097.57,593.728,742.16,1839.73,2226.07
Xerox 1975,Grace Kelly,9/24/2002,286.37,-36.93,-36.93,249.44,271.89
StarTAC 6500,Meg Tillman-Sachs,9/24/2002,1662.68,651.024,813.78,2476.46,2674.58
Newell 315,Mary O_Rourke,9/25/2002,50.03,12.272,15.34,65.37,77.79
210 Trimline Phone  White,Yoseph Carroll-Englig,9/25/2002,572.75,-2.51,-2.51,570.24,707.098
Avery Hanging File Binders,Elizabeth Moffitt,9/25/2002,172,82.424,103.03,275.03,299.783
GBC VeloBind Cover Sets,Paul Prost,9/25/2002,15.13,7.912,9.89,25.02,27.272
Colored Push Pins,Sharelle Roach-McGee,9/26/2002,39.15,-8.7,-8.7,30.45,31.973
Prismacolor Color Pencil Set,Elizabeth Moffitt,9/26/2002,526.01,245.264,306.58,832.59,982.456
Xerox 1997,Grace Kelly,9/26/2002,136.92,-55.85,-55.85,81.07,97.284
Xerox 1908,Shui Tom,9/26/2002,100.05,109.08,136.35,236.4,293.136
Xerox 1929,Jim Sink,9/26/2002,646.99,234.2,292.75,939.74,1155.88
TDK 4.7GB DVD-R,Joseph Airdo,9/27/2002,292.52,147.888,184.86,477.38,582.404
Portable Personal File Box,Jim Sink,9/27/2002,511.35,13.744,17.18,528.53,581.383
Avery 498,Elizabeth Moffitt,9/28/2002,70.32,44.832,56.04,126.36,150.368
Avery Hanging File Binders,Elizabeth Moffitt,9/28/2002,87.91,44.152,55.19,143.1,155.979
Verbatim 4.7GB DVD-R,Jason Gross,9/28/2002,563,574.696,718.37,1281.37,1537.64
Newell 34,Thomas Seio,9/28/2002,185.96,35.048,43.81,229.77,275.724
Avery 48,David Wiener,9/29/2002,103.49,96.872,121.09,224.58,256.021
Xerox 1882,David Wiener,9/29/2002,1395.34,767.152,958.94,2354.28,2589.71
